[Fri Nov  7 16:08:27 2025] PHP 8.2.12 Development Server (http://localhost:8000) started
[Sat Nov  8 07:20:52 2025] [::1]:60424 Closing
[Sat Nov  8 07:23:18 2025] [::1]:49759 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:49759 [200]: GET /api/auth/me
[Sat Nov  8 07:23:18 2025] [::1]:49759 Closing
[Sat Nov  8 07:23:18 2025] [::1]:62976 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:62976 [200]: GET /api/auth/me
[Sat Nov  8 07:23:18 2025] [::1]:62976 Closing
[Sat Nov  8 07:23:18 2025] [::1]:60537 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:60537 [200]: GET /api/auth/me
[Sat Nov  8 07:23:18 2025] [::1]:60537 Closing
[Sat Nov  8 07:23:18 2025] [::1]:53416 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:53416 [200]: GET /api/applications
[Sat Nov  8 07:23:18 2025] [::1]:53416 Closing
[Sat Nov  8 07:23:18 2025] [::1]:62245 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:60915 Accepted
[Sat Nov  8 07:23:18 2025] [::1]:62245 [200]: GET /api/auth/me
[Sat Nov  8 07:23:18 2025] [::1]:62245 Closing
[Sat Nov  8 07:23:19 2025] [::1]:60915 [200]: GET /api/applications
[Sat Nov  8 07:23:19 2025] [::1]:60915 Closing
[Sat Nov  8 07:24:41 2025] [::1]:61393 Accepted
[Sat Nov  8 07:24:41 2025] [::1]:61393 [200]: GET /api/auth/me
[Sat Nov  8 07:24:41 2025] [::1]:61393 Closing
[Sat Nov  8 07:24:41 2025] [::1]:57172 Accepted
[Sat Nov  8 07:24:41 2025] [::1]:57172 [200]: GET /api/auth/me
[Sat Nov  8 07:24:41 2025] [::1]:57172 Closing
[Sat Nov  8 07:24:41 2025] [::1]:53680 Accepted
[Sat Nov  8 07:24:41 2025] [::1]:53680 [200]: GET /api/applications
[Sat Nov  8 07:24:41 2025] [::1]:53680 Closing
[Sat Nov  8 07:24:41 2025] [::1]:54730 Accepted
[Sat Nov  8 07:24:41 2025] [::1]:54730 [200]: GET /api/auth/me
[Sat Nov  8 07:24:41 2025] [::1]:54730 Closing
[Sat Nov  8 07:24:41 2025] [::1]:53891 Accepted
[Sat Nov  8 07:24:42 2025] [::1]:53891 [200]: GET /api/applications
[Sat Nov  8 07:24:42 2025] [::1]:53891 Closing
[Sat Nov  8 07:24:42 2025] [::1]:65093 Accepted
[Sat Nov  8 07:24:42 2025] [::1]:65093 [200]: GET /api/auth/me
[Sat Nov  8 07:24:42 2025] [::1]:65093 Closing
[Sat Nov  8 07:24:50 2025] [::1]:62701 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:62701 [200]: GET /api/auth/me
[Sat Nov  8 07:24:50 2025] [::1]:62701 Closing
[Sat Nov  8 07:24:50 2025] [::1]:49159 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:49159 [200]: GET /api/auth/me
[Sat Nov  8 07:24:50 2025] [::1]:49159 Closing
[Sat Nov  8 07:24:50 2025] [::1]:54999 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:53887 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:54999 [200]: OPTIONS /api/admin/analytics
[Sat Nov  8 07:24:50 2025] [::1]:54999 Closing
[Sat Nov  8 07:24:50 2025] [::1]:60086 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:53887 [200]: OPTIONS /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:24:50 2025] [::1]:53887 Closing
[Sat Nov  8 07:24:50 2025] [::1]:59862 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:60086 [200]: OPTIONS /api/admin/analytics
[Sat Nov  8 07:24:50 2025] [::1]:60086 Closing
[Sat Nov  8 07:24:50 2025] [::1]:55627 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:59862 [200]: OPTIONS /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:24:50 2025] [::1]:59862 Closing
[Sat Nov  8 07:24:50 2025] [::1]:52288 Accepted
[Sat Nov  8 07:24:50 2025] [::1]:55627 [403]: GET /api/admin/analytics
[Sat Nov  8 07:24:50 2025] [::1]:55627 Closing
[Sat Nov  8 07:24:51 2025] [::1]:52288 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:24:51 2025] [::1]:52288 Closing
[Sat Nov  8 07:24:51 2025] [::1]:51316 Accepted
[Sat Nov  8 07:24:51 2025] [::1]:51316 [403]: GET /api/admin/analytics
[Sat Nov  8 07:24:51 2025] [::1]:51316 Closing
[Sat Nov  8 07:24:51 2025] [::1]:53498 Accepted
[Sat Nov  8 07:24:51 2025] [::1]:53498 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:24:51 2025] [::1]:53498 Closing
[Sat Nov  8 07:26:54 2025] [::1]:53703 Accepted
[Sat Nov  8 07:26:54 2025] [::1]:53703 [200]: GET /api/applications
[Sat Nov  8 07:26:54 2025] [::1]:53703 Closing
[Sat Nov  8 07:26:54 2025] [::1]:59949 Accepted
[Sat Nov  8 07:26:55 2025] [::1]:59949 [200]: GET /api/applications
[Sat Nov  8 07:26:55 2025] [::1]:59949 Closing
[Sat Nov  8 07:26:56 2025] [::1]:61838 Accepted
[Sat Nov  8 07:26:56 2025] [::1]:61838 [200]: GET /api/auth/me
[Sat Nov  8 07:26:56 2025] [::1]:61838 Closing
[Sat Nov  8 07:26:56 2025] [::1]:62119 Accepted
[Sat Nov  8 07:26:57 2025] [::1]:62119 [200]: GET /api/applications
[Sat Nov  8 07:26:57 2025] [::1]:62119 Closing
[Sat Nov  8 07:26:57 2025] [::1]:56760 Accepted
[Sat Nov  8 07:26:57 2025] [::1]:56760 [200]: GET /api/auth/me
[Sat Nov  8 07:26:57 2025] [::1]:56760 Closing
[Sat Nov  8 07:26:57 2025] [::1]:52640 Accepted
[Sat Nov  8 07:26:57 2025] [::1]:52640 [200]: GET /api/applications
[Sat Nov  8 07:26:57 2025] [::1]:52640 Closing
[Sat Nov  8 07:26:59 2025] [::1]:54218 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:54218 [200]: GET /api/auth/me
[Sat Nov  8 07:26:59 2025] [::1]:54218 Closing
[Sat Nov  8 07:26:59 2025] [::1]:53346 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:53346 [200]: GET /api/auth/me
[Sat Nov  8 07:26:59 2025] [::1]:53346 Closing
[Sat Nov  8 07:26:59 2025] [::1]:60538 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:64935 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:60538 [403]: GET /api/admin/analytics
[Sat Nov  8 07:26:59 2025] [::1]:60538 Closing
[Sat Nov  8 07:26:59 2025] [::1]:64935 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:26:59 2025] [::1]:64935 Closing
[Sat Nov  8 07:26:59 2025] [::1]:58778 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:58778 [403]: GET /api/admin/analytics
[Sat Nov  8 07:26:59 2025] [::1]:58778 Closing
[Sat Nov  8 07:26:59 2025] [::1]:60952 Accepted
[Sat Nov  8 07:26:59 2025] [::1]:60952 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:26:59 2025] [::1]:60952 Closing
[Sat Nov  8 07:27:48 2025] [::1]:59809 Accepted
[Sat Nov  8 07:27:48 2025] [::1]:59809 [200]: POST /api/auth/login
[Sat Nov  8 07:27:48 2025] [::1]:59809 Closing
[Sat Nov  8 07:27:49 2025] [::1]:56072 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:56072 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:56072 Closing
[Sat Nov  8 07:27:49 2025] [::1]:54861 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:54861 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:54861 Closing
[Sat Nov  8 07:27:49 2025] [::1]:56308 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:56308 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:56308 Closing
[Sat Nov  8 07:27:49 2025] [::1]:49571 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:49571 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:49571 Closing
[Sat Nov  8 07:27:49 2025] [::1]:58702 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:58702 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:58702 Closing
[Sat Nov  8 07:27:49 2025] [::1]:51333 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:51333 [200]: GET /api/auth/me
[Sat Nov  8 07:27:49 2025] [::1]:51333 Closing
[Sat Nov  8 07:27:49 2025] [::1]:59167 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:55397 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:59167 [403]: GET /api/admin/analytics
[Sat Nov  8 07:27:49 2025] [::1]:59167 Closing
[Sat Nov  8 07:27:49 2025] [::1]:55397 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:27:49 2025] [::1]:55397 Closing
[Sat Nov  8 07:27:49 2025] [::1]:60446 Accepted
[Sat Nov  8 07:27:49 2025] [::1]:60446 [403]: GET /api/admin/analytics
[Sat Nov  8 07:27:49 2025] [::1]:60446 Closing
[Sat Nov  8 07:27:49 2025] [::1]:61649 Accepted
[Sat Nov  8 07:27:50 2025] [::1]:61649 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:27:50 2025] [::1]:61649 Closing
[Sat Nov  8 07:30:03 2025] [::1]:61566 Accepted
[Sat Nov  8 07:30:03 2025] [::1]:61566 [200]: GET /api/auth/me
[Sat Nov  8 07:30:03 2025] [::1]:61566 Closing
[Sat Nov  8 07:30:03 2025] [::1]:57917 Accepted
[Sat Nov  8 07:30:03 2025] [::1]:57917 [200]: GET /api/auth/me
[Sat Nov  8 07:30:03 2025] [::1]:57917 Closing
[Sat Nov  8 07:30:03 2025] [::1]:60997 Accepted
[Sat Nov  8 07:30:03 2025] [::1]:57777 Accepted
[Sat Nov  8 07:30:03 2025] [::1]:60997 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:03 2025] [::1]:60997 Closing
[Sat Nov  8 07:30:04 2025] [::1]:57777 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:04 2025] [::1]:57777 Closing
[Sat Nov  8 07:30:04 2025] [::1]:64002 Accepted
[Sat Nov  8 07:30:04 2025] [::1]:64002 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:04 2025] [::1]:64002 Closing
[Sat Nov  8 07:30:04 2025] [::1]:54997 Accepted
[Sat Nov  8 07:30:04 2025] [::1]:54997 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:04 2025] [::1]:54997 Closing
[Sat Nov  8 07:30:33 2025] [::1]:63015 Accepted
[Sat Nov  8 07:30:33 2025] [::1]:63015 [200]: GET /api/auth/me
[Sat Nov  8 07:30:33 2025] [::1]:63015 Closing
[Sat Nov  8 07:30:33 2025] [::1]:51170 Accepted
[Sat Nov  8 07:30:33 2025] [::1]:51170 [200]: GET /api/auth/me
[Sat Nov  8 07:30:33 2025] [::1]:51170 Closing
[Sat Nov  8 07:30:33 2025] [::1]:55525 Accepted
[Sat Nov  8 07:30:33 2025] [::1]:55525 [200]: GET /api/auth/me
[Sat Nov  8 07:30:33 2025] [::1]:55525 Closing
[Sat Nov  8 07:30:33 2025] [::1]:62065 Accepted
[Sat Nov  8 07:30:33 2025] [::1]:62065 [200]: GET /api/auth/me
[Sat Nov  8 07:30:33 2025] [::1]:62065 Closing
[Sat Nov  8 07:30:33 2025] [::1]:53520 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:53520 [200]: GET /api/auth/me
[Sat Nov  8 07:30:34 2025] [::1]:53520 Closing
[Sat Nov  8 07:30:34 2025] [::1]:62812 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:62812 [200]: GET /api/auth/me
[Sat Nov  8 07:30:34 2025] [::1]:62812 Closing
[Sat Nov  8 07:30:34 2025] [::1]:50472 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:50246 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:50472 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:34 2025] [::1]:50472 Closing
[Sat Nov  8 07:30:34 2025] [::1]:50246 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:34 2025] [::1]:50246 Closing
[Sat Nov  8 07:30:34 2025] [::1]:50862 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:50862 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:34 2025] [::1]:50862 Closing
[Sat Nov  8 07:30:34 2025] [::1]:60250 Accepted
[Sat Nov  8 07:30:34 2025] [::1]:60250 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:34 2025] [::1]:60250 Closing
[Sat Nov  8 07:30:55 2025] [::1]:53750 Accepted
[Sat Nov  8 07:30:55 2025] [::1]:53750 [200]: GET /api/auth/me
[Sat Nov  8 07:30:55 2025] [::1]:53750 Closing
[Sat Nov  8 07:30:55 2025] [::1]:52791 Accepted
[Sat Nov  8 07:30:55 2025] [::1]:52791 [200]: GET /api/auth/me
[Sat Nov  8 07:30:55 2025] [::1]:52791 Closing
[Sat Nov  8 07:30:55 2025] [::1]:52802 Accepted
[Sat Nov  8 07:30:55 2025] [::1]:52802 [200]: GET /api/auth/me
[Sat Nov  8 07:30:55 2025] [::1]:52802 Closing
[Sat Nov  8 07:30:55 2025] [::1]:54443 Accepted
[Sat Nov  8 07:30:55 2025] [::1]:54443 [200]: GET /api/auth/me
[Sat Nov  8 07:30:55 2025] [::1]:54443 Closing
[Sat Nov  8 07:30:55 2025] [::1]:54597 Accepted
[Sat Nov  8 07:30:55 2025] [::1]:54597 [200]: GET /api/auth/me
[Sat Nov  8 07:30:55 2025] [::1]:54597 Closing
[Sat Nov  8 07:30:55 2025] [::1]:64023 Accepted
[Sat Nov  8 07:30:56 2025] [::1]:64023 [200]: GET /api/auth/me
[Sat Nov  8 07:30:56 2025] [::1]:64023 Closing
[Sat Nov  8 07:30:56 2025] [::1]:50060 Accepted
[Sat Nov  8 07:30:56 2025] [::1]:57098 Accepted
[Sat Nov  8 07:30:56 2025] [::1]:50060 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:56 2025] [::1]:50060 Closing
[Sat Nov  8 07:30:56 2025] [::1]:57098 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:56 2025] [::1]:57098 Closing
[Sat Nov  8 07:30:56 2025] [::1]:64049 Accepted
[Sat Nov  8 07:30:56 2025] [::1]:64049 [403]: GET /api/admin/analytics
[Sat Nov  8 07:30:56 2025] [::1]:64049 Closing
[Sat Nov  8 07:30:56 2025] [::1]:57935 Accepted
[Sat Nov  8 07:30:56 2025] [::1]:57935 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:30:56 2025] [::1]:57935 Closing
[Sat Nov  8 07:31:23 2025] [::1]:50678 Accepted
[Sat Nov  8 07:31:23 2025] [::1]:50678 [200]: GET /api/applications
[Sat Nov  8 07:31:23 2025] [::1]:50678 Closing
[Sat Nov  8 07:31:23 2025] [::1]:51276 Accepted
[Sat Nov  8 07:31:23 2025] [::1]:51276 [200]: GET /api/applications
[Sat Nov  8 07:31:23 2025] [::1]:51276 Closing
[Sat Nov  8 07:31:26 2025] [::1]:63374 Accepted
[Sat Nov  8 07:31:26 2025] [::1]:63374 [200]: GET /api/auth/me
[Sat Nov  8 07:31:26 2025] [::1]:63374 Closing
[Sat Nov  8 07:31:26 2025] [::1]:63504 Accepted
[Sat Nov  8 07:31:26 2025] [::1]:63504 [200]: GET /api/applications
[Sat Nov  8 07:31:26 2025] [::1]:63504 Closing
[Sat Nov  8 07:31:26 2025] [::1]:52957 Accepted
[Sat Nov  8 07:31:26 2025] [::1]:52223 Accepted
[Sat Nov  8 07:31:26 2025] [::1]:52957 [200]: GET /api/auth/me
[Sat Nov  8 07:31:26 2025] [::1]:52957 Closing
[Sat Nov  8 07:31:26 2025] [::1]:52223 [200]: GET /api/applications
[Sat Nov  8 07:31:26 2025] [::1]:52223 Closing
[Sat Nov  8 07:31:27 2025] [::1]:54489 Accepted
[Sat Nov  8 07:31:28 2025] [::1]:54489 [200]: GET /api/applications
[Sat Nov  8 07:31:28 2025] [::1]:54489 Closing
[Sat Nov  8 07:31:28 2025] [::1]:64731 Accepted
[Sat Nov  8 07:31:28 2025] [::1]:64731 [200]: GET /api/applications
[Sat Nov  8 07:31:28 2025] [::1]:64731 Closing
[Sat Nov  8 07:31:31 2025] [::1]:61926 Accepted
[Sat Nov  8 07:31:31 2025] [::1]:61926 [200]: GET /api/auth/me
[Sat Nov  8 07:31:31 2025] [::1]:61926 Closing
[Sat Nov  8 07:31:31 2025] [::1]:59547 Accepted
[Sat Nov  8 07:31:31 2025] [::1]:59547 [200]: GET /api/auth/me
[Sat Nov  8 07:31:31 2025] [::1]:59547 Closing
[Sat Nov  8 07:31:31 2025] [::1]:59853 Accepted
[Sat Nov  8 07:31:31 2025] [::1]:59853 [200]: GET /api/applications
[Sat Nov  8 07:31:31 2025] [::1]:59853 Closing
[Sat Nov  8 07:31:31 2025] [::1]:57722 Accepted
[Sat Nov  8 07:31:31 2025] [::1]:57722 [200]: GET /api/auth/me
[Sat Nov  8 07:31:31 2025] [::1]:57722 Closing
[Sat Nov  8 07:31:31 2025] [::1]:56597 Accepted
[Sat Nov  8 07:31:32 2025] [::1]:56597 [200]: GET /api/applications
[Sat Nov  8 07:31:32 2025] [::1]:56597 Closing
[Sat Nov  8 07:31:32 2025] [::1]:52957 Accepted
[Sat Nov  8 07:31:32 2025] [::1]:52957 [200]: GET /api/auth/me
[Sat Nov  8 07:31:32 2025] [::1]:52957 Closing
[Sat Nov  8 07:31:37 2025] [::1]:50656 Accepted
[Sat Nov  8 07:31:37 2025] [::1]:50656 [200]: POST /api/auth/logout
[Sat Nov  8 07:31:37 2025] [::1]:50656 Closing
[Sat Nov  8 07:32:12 2025] [::1]:56076 Accepted
[Sat Nov  8 07:32:12 2025] [::1]:56076 [200]: POST /api/auth/login
[Sat Nov  8 07:32:12 2025] [::1]:56076 Closing
[Sat Nov  8 07:32:13 2025] [::1]:52603 Accepted
[Sat Nov  8 07:32:13 2025] [::1]:52603 [200]: GET /api/auth/me
[Sat Nov  8 07:32:13 2025] [::1]:52603 Closing
[Sat Nov  8 07:32:13 2025] [::1]:53852 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:53852 [200]: GET /api/auth/me
[Sat Nov  8 07:32:14 2025] [::1]:53852 Closing
[Sat Nov  8 07:32:14 2025] [::1]:60471 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:60471 [200]: GET /api/auth/me
[Sat Nov  8 07:32:14 2025] [::1]:60471 Closing
[Sat Nov  8 07:32:14 2025] [::1]:57518 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:57518 [200]: GET /api/auth/me
[Sat Nov  8 07:32:14 2025] [::1]:57518 Closing
[Sat Nov  8 07:32:14 2025] [::1]:57735 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:57735 [200]: GET /api/auth/me
[Sat Nov  8 07:32:14 2025] [::1]:57735 Closing
[Sat Nov  8 07:32:14 2025] [::1]:62306 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:62306 [200]: GET /api/auth/me
[Sat Nov  8 07:32:14 2025] [::1]:62306 Closing
[Sat Nov  8 07:32:14 2025] [::1]:57411 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:52510 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:57411 [403]: GET /api/admin/analytics
[Sat Nov  8 07:32:14 2025] [::1]:57411 Closing
[Sat Nov  8 07:32:14 2025] [::1]:52510 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:32:14 2025] [::1]:52510 Closing
[Sat Nov  8 07:32:14 2025] [::1]:55764 Accepted
[Sat Nov  8 07:32:14 2025] [::1]:55764 [403]: GET /api/admin/analytics
[Sat Nov  8 07:32:14 2025] [::1]:55764 Closing
[Sat Nov  8 07:32:14 2025] [::1]:61463 Accepted
[Sat Nov  8 07:32:15 2025] [::1]:61463 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:32:15 2025] [::1]:61463 Closing
[Sat Nov  8 07:32:20 2025] [::1]:61411 Accepted
[Sat Nov  8 07:32:20 2025] [::1]:61411 [200]: GET /api/applications
[Sat Nov  8 07:32:20 2025] [::1]:61411 Closing
[Sat Nov  8 07:32:20 2025] [::1]:50156 Accepted
[Sat Nov  8 07:32:20 2025] [::1]:50156 [200]: GET /api/applications
[Sat Nov  8 07:32:20 2025] [::1]:50156 Closing
[Sat Nov  8 07:33:04 2025] [::1]:53621 Accepted
[Sat Nov  8 07:33:04 2025] [::1]:53621 [200]: GET /api/auth/me
[Sat Nov  8 07:33:04 2025] [::1]:53621 Closing
[Sat Nov  8 07:33:04 2025] [::1]:63025 Accepted
[Sat Nov  8 07:33:05 2025] [::1]:63025 [200]: GET /api/auth/me
[Sat Nov  8 07:33:05 2025] [::1]:63025 Closing
[Sat Nov  8 07:33:05 2025] [::1]:58656 Accepted
[Sat Nov  8 07:33:05 2025] [::1]:58656 [200]: GET /api/applications
[Sat Nov  8 07:33:05 2025] [::1]:58656 Closing
[Sat Nov  8 07:33:05 2025] [::1]:55649 Accepted
[Sat Nov  8 07:33:05 2025] [::1]:63285 Accepted
[Sat Nov  8 07:33:05 2025] [::1]:55649 [200]: GET /api/auth/me
[Sat Nov  8 07:33:05 2025] [::1]:55649 Closing
[Sat Nov  8 07:33:05 2025] [::1]:63285 [200]: GET /api/applications
[Sat Nov  8 07:33:05 2025] [::1]:63285 Closing
[Sat Nov  8 07:33:05 2025] [::1]:52624 Accepted
[Sat Nov  8 07:33:05 2025] [::1]:52624 [200]: GET /api/auth/me
[Sat Nov  8 07:33:05 2025] [::1]:52624 Closing
[Sat Nov  8 07:33:10 2025] [::1]:52745 Accepted
[Sat Nov  8 07:33:10 2025] [::1]:52745 [200]: GET /api/auth/me
[Sat Nov  8 07:33:10 2025] [::1]:52745 Closing
[Sat Nov  8 07:33:10 2025] [::1]:64712 Accepted
[Sat Nov  8 07:33:10 2025] [::1]:64712 [200]: GET /api/auth/me
[Sat Nov  8 07:33:10 2025] [::1]:64712 Closing
[Sat Nov  8 07:33:10 2025] [::1]:61885 Accepted
[Sat Nov  8 07:33:10 2025] [::1]:61361 Accepted
[Sat Nov  8 07:33:11 2025] [::1]:61885 [403]: GET /api/admin/analytics
[Sat Nov  8 07:33:11 2025] [::1]:61885 Closing
[Sat Nov  8 07:33:11 2025] [::1]:61361 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:33:11 2025] [::1]:61361 Closing
[Sat Nov  8 07:33:11 2025] [::1]:65235 Accepted
[Sat Nov  8 07:33:11 2025] [::1]:65235 [403]: GET /api/admin/analytics
[Sat Nov  8 07:33:11 2025] [::1]:65235 Closing
[Sat Nov  8 07:33:11 2025] [::1]:51166 Accepted
[Sat Nov  8 07:33:11 2025] [::1]:51166 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:33:11 2025] [::1]:51166 Closing
[Sat Nov  8 07:33:22 2025] [::1]:63646 Accepted
[Sat Nov  8 07:33:22 2025] [::1]:63646 [200]: GET /api/auth/me
[Sat Nov  8 07:33:22 2025] [::1]:63646 Closing
[Sat Nov  8 07:33:22 2025] [::1]:58658 Accepted
[Sat Nov  8 07:33:22 2025] [::1]:58658 [200]: GET /api/applications
[Sat Nov  8 07:33:22 2025] [::1]:58658 Closing
[Sat Nov  8 07:33:22 2025] [::1]:62918 Accepted
[Sat Nov  8 07:33:22 2025] [::1]:62918 [200]: GET /api/auth/me
[Sat Nov  8 07:33:22 2025] [::1]:62918 Closing
[Sat Nov  8 07:33:22 2025] [::1]:49418 Accepted
[Sat Nov  8 07:33:22 2025] [::1]:49418 [200]: GET /api/applications
[Sat Nov  8 07:33:22 2025] [::1]:49418 Closing
[Sat Nov  8 07:33:59 2025] [::1]:49160 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:49160 [200]: GET /api/auth/me
[Sat Nov  8 07:33:59 2025] [::1]:49160 Closing
[Sat Nov  8 07:33:59 2025] [::1]:54427 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:54427 [200]: GET /api/auth/me
[Sat Nov  8 07:33:59 2025] [::1]:54427 Closing
[Sat Nov  8 07:33:59 2025] [::1]:50917 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:50917 [403]: GET /api/admin/analytics
[Sat Nov  8 07:33:59 2025] [::1]:50917 Closing
[Sat Nov  8 07:33:59 2025] [::1]:64760 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:64760 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:33:59 2025] [::1]:64760 Closing
[Sat Nov  8 07:33:59 2025] [::1]:55920 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:55920 [403]: GET /api/admin/analytics
[Sat Nov  8 07:33:59 2025] [::1]:55920 Closing
[Sat Nov  8 07:33:59 2025] [::1]:50152 Accepted
[Sat Nov  8 07:33:59 2025] [::1]:50152 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:33:59 2025] [::1]:50152 Closing
[Sat Nov  8 07:37:49 2025] [::1]:62808 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:62808 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:62808 Closing
[Sat Nov  8 07:37:49 2025] [::1]:53312 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:53312 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:53312 Closing
[Sat Nov  8 07:37:49 2025] [::1]:52760 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:52760 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:52760 Closing
[Sat Nov  8 07:37:49 2025] [::1]:53235 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:53235 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:53235 Closing
[Sat Nov  8 07:37:49 2025] [::1]:58353 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:58353 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:58353 Closing
[Sat Nov  8 07:37:49 2025] [::1]:56966 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:56966 [200]: GET /api/auth/me
[Sat Nov  8 07:37:49 2025] [::1]:56966 Closing
[Sat Nov  8 07:37:49 2025] [::1]:58049 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:55562 Accepted
[Sat Nov  8 07:37:49 2025] [::1]:58049 [403]: GET /api/admin/analytics
[Sat Nov  8 07:37:49 2025] [::1]:58049 Closing
[Sat Nov  8 07:37:50 2025] [::1]:55562 [403]: GET /api/admin/applications?limit=5&sort=created_at&order=desc
[Sat Nov  8 07:37:50 2025] [::1]:55562 Closing
[Sat Nov  8 07:37:50 2025] [::1]:61603 Accepted
[Sat Nov  8 07:37:50 2025] [::1]:61603 [403]: GET /api/admin/analytics
[Sat Nov  8 07:37:50 2025] [::1]:61603 Closing
